['agama', [0, 0, 1], 0]
['amin', [1, 1, 0], 0]
['amin', [1, 1, 1], 0]
['ampunan', [0, 0, 1], 0]
['ampunan', [0, 1, 0], 0]
['ampunan', [0, 1, 1], 0]
['ampunan', [1, 0, 0], 0]
['ampunan', [1, 0, 1], 1]
['ampunan', [1, 1, 0], 0]
['ampunan', [1, 1, 1], 0]
['anak-anak', [0, 0, 1], 0]
['anak-anak', [0, 1, 0], 0]
['anak-anak', [0, 1, 1], 0]
['anak-anak', [1, 0, 0], 0]
['anak-anak', [1, 0, 1], 0]
['anak-anak', [1, 1, 0], 1]
['anak-anak', [1, 1, 1], 0]
['anggota', [0, 0, 1], 0]
['anggota', [0, 1, 0], 0]
['anggota', [0, 1, 1], 5]
['anggota', [1, 0, 0], 1]
['anggota', [1, 0, 1], 0]
['anggota', [1, 1, 0], 0]
['anggota', [1, 1, 1], 0]
['anggur', [0, 0, 1], 0]
['anggur', [0, 1, 0], 0]
['anggur', [0, 1, 1], 0]
['anggur', [1, 0, 0], 0]
['anggur', [1, 0, 1], 2]
['anggur', [1, 1, 0], 0]
['anggur', [1, 1, 1], 0]
['angkat', [0, 0, 1], 0]
['angkat', [0, 1, 0], 0]
['angkat', [0, 1, 1], 0]
['angkat', [1, 0, 0], 0]
['angkat', [1, 0, 1], 2]
['angkat', [1, 1, 0], 0]
['angkat', [1, 1, 1], 0]
['angkatlah', [0, 0, 1], 0]
['angkatlah', [0, 1, 0], 0]
['angkatlah', [0, 1, 1], 0]
['angkatlah', [1, 0, 0], 0]
['angkatlah', [1, 0, 1], 4]
['angkatlah', [1, 1, 0], 0]
['angkatlah', [1, 1, 1], 0]
['anting', [0, 0, 1], 0]
['anting', [0, 1, 0], 0]
['anting', [0, 1, 1], 0]
['anting', [1, 0, 0], 0]
['anting', [1, 0, 1], 2]
['anting', [1, 1, 0], 0]
['anting', [1, 1, 1], 0]
['arab', [0, 0, 1], 0]
['arab', [0, 1, 0], 0]
['arab', [0, 1, 1], 0]
['arab', [1, 0, 0], 0]
['arab', [1, 0, 1], 0]
['arab', [1, 1, 0], 0]
['arab', [1, 1, 1], 1]
['arafah', [0, 0, 1], 0]
['arafah', [0, 1, 0], 0]
['arafah', [0, 1, 1], 0]
['arafah', [1, 0, 0], 0]
['arafah', [1, 0, 1], 2]
['arafah', [1, 1, 0], 0]
['arafah', [1, 1, 1], 1]
['ashar', [0, 0, 1], 0]
['ashar', [0, 1, 0], 0]
['ashar', [0, 1, 1], 4]
['ashar', [1, 0, 0], 0]
['ashar', [1, 0, 1], 1]
['ashar', [1, 1, 0], 0]
['ashar', [1, 1, 1], 0]
['ashshalaatul', [0, 0, 1], 0]
['ashshalaatul', [0, 1, 0], 0]
['ashshalaatul', [0, 1, 1], 0]
['ashshalaatul', [1, 0, 0], 0]
['ashshalaatul', [1, 0, 1], 2]
['ashshalaatul', [1, 1, 0], 0]
['ashshalaatul', [1, 1, 1], 0]
['atap', [0, 0, 1], 0]
['atap', [0, 1, 0], 0]
['atap', [0, 1, 1], 0]
['atap', [1, 0, 0], 0]
['atap', [1, 0, 1], 1]
['atap', [1, 1, 0], 0]
['atap', [1, 1, 1], 0]
['aurat', [0, 0, 1], 0]
['aurat', [0, 1, 0], 0]
['aurat', [0, 1, 1], 0]
['aurat', [1, 0, 0], 0]
['aurat', [1, 0, 1], 1]
['aurat', [1, 1, 0], 0]
['aurat', [1, 1, 1], 0]
['awam', [0, 0, 1], 0]
['awam', [0, 1, 0], 0]
['awam', [0, 1, 1], 0]
['awam', [1, 0, 0], 0]
['awam', [1, 0, 1], 1]
['awam', [1, 1, 0], 0]
['awam', [1, 1, 1], 0]
['ayahku', [0, 0, 1], 0]
['ayahku', [0, 1, 0], 0]
['ayahku', [0, 1, 1], 0]
['ayahku', [1, 0, 0], 0]
['ayahku', [1, 0, 1], 1]
['ayahku', [1, 1, 0], 0]
['ayahku', [1, 1, 1], 0]
['ayahmu', [0, 0, 1], 0]
['ayahmu', [0, 1, 0], 0]
['ayahmu', [0, 1, 1], 0]
['ayahmu', [1, 0, 0], 0]
['ayahmu', [1, 0, 1], 1]
['ayahmu', [1, 1, 0], 0]
['ayahmu', [1, 1, 1], 0]
['ayat', [0, 0, 1], 0]
['ayat', [0, 1, 0], 0]
['ayat', [0, 1, 1], 0]
['ayat', [1, 0, 0], 0]
['ayat', [1, 0, 1], 1]
['ayat', [1, 1, 0], 0]
['ayat', [1, 1, 1], 1]
['ayat-ayat', [0, 0, 1], 0]
['ayat-ayat', [0, 1, 0], 0]
['ayat-ayat', [0, 1, 1], 1]
['ayat-ayat', [1, 0, 0], 0]
['ayat-ayat', [1, 0, 1], 0]
['ayat-ayat', [1, 1, 0], 0]
['ayat-ayat', [1, 1, 1], 0]
['baca', [0, 0, 1], 0]
['baca', [0, 1, 0], 0]
['baca', [0, 1, 1], 0]
['baca', [1, 0, 0], 0]
['baca', [1, 0, 1], 1]
['baca', [1, 1, 0], 0]
['baca', [1, 1, 1], 0]
['bacaan', [0, 0, 1], 0]
['bacaan', [0, 1, 0], 0]
['bacaan', [0, 1, 1], 1]
['bacaan', [1, 0, 0], 0]
['bacaan', [1, 0, 1], 1]
['bacaan', [1, 1, 0], 0]
['bacaan', [1, 1, 1], 1]
['bacaannya', [0, 0, 1], 0]
['bacaannya', [0, 1, 0], 0]
['bacaannya', [0, 1, 1], 1]
['bacaannya', [1, 0, 0], 0]
['bacaannya', [1, 0, 1], 0]
['bacaannya', [1, 1, 0], 0]
['bacaannya', [1, 1, 1], 0]
['bacalah', [0, 0, 1], 0]
['bacalah', [0, 1, 0], 0]
['bacalah', [0, 1, 1], 1]
['bacalah', [1, 0, 0], 0]
['bacalah', [1, 0, 1], 4]
['bacalah', [1, 1, 0], 0]
['bacalah', [1, 1, 1], 0]
['badannya', [0, 0, 1], 0]
['badannya', [0, 1, 0], 0]
['badannya', [0, 1, 1], 1]
['badannya', [1, 0, 0], 0]
['badannya', [1, 0, 1], 0]
['badannya', [1, 1, 0], 0]
['badannya', [1, 1, 1], 0]
['badui', [0, 0, 1], 0]
['badui', [0, 1, 0], 0]
['badui', [0, 1, 1], 1]
['badui', [1, 0, 0], 0]
['badui', [1, 0, 1], 0]
['badui', [1, 1, 0], 0]
['badui', [1, 1, 1], 0]
['bagi-mu', [0, 0, 1], 0]
['bagi-mu', [0, 1, 0], 0]
['bagi-mu', [0, 1, 1], 0]
['bagi-mu', [1, 0, 0], 0]
['bagi-mu', [1, 0, 1], 1]
['bagi-mu', [1, 1, 0], 0]
['bagi-mu', [1, 1, 1], 0]
['baginya', [0, 0, 1], 0]
['baginya', [0, 1, 0], 0]
['baginya', [0, 1, 1], 0]
['baginya', [1, 0, 0], 0]
['baginya', [1, 0, 1], 2]
['baginya', [1, 1, 0], 1]
['baginya', [1, 1, 1], 0]
['bahu', [0, 0, 1], 0]
['bahu', [0, 1, 0], 0]
['bahu', [0, 1, 1], 0]
['bahu', [1, 0, 0], 0]
['bahu', [1, 0, 1], 1]
['bahu', [1, 1, 0], 0]
['bahu', [1, 1, 1], 0]
['bahunya', [0, 0, 1], 0]
['bahunya', [0, 1, 0], 0]
['bahunya', [0, 1, 1], 0]
['bahunya', [1, 0, 0], 0]
['bahunya', [1, 0, 1], 1]
['bahunya', [1, 1, 0], 0]
['bahunya', [1, 1, 1], 0]
['baiklah', [0, 0, 1], 0]
['baiklah', [0, 1, 0], 0]
['baiklah', [0, 1, 1], 1]
['baiklah', [1, 0, 0], 0]
['baiklah', [1, 0, 1], 1]
['baiklah', [1, 1, 0], 0]
['baiklah', [1, 1, 1], 0]
['baju', [0, 0, 1], 0]
['baju', [0, 1, 0], 0]
['baju', [0, 1, 1], 1]
['baju', [1, 0, 0], 0]
['baju', [1, 0, 1], 2]
['baju', [1, 1, 0], 0]
['baju', [1, 1, 1], 0]
['bajunya', [0, 0, 1], 0]
['bajunya', [0, 1, 0], 0]
['bajunya', [0, 1, 1], 0]
['bajunya', [1, 0, 0], 0]
['bajunya', [1, 0, 1], 1]
['bajunya', [1, 1, 0], 0]
['bajunya', [1, 1, 1], 0]
['balasan', [0, 0, 1], 0]
['balasan', [0, 1, 0], 0]
['balasan', [0, 1, 1], 0]
['balasan', [1, 0, 0], 0]
['balasan', [1, 0, 1], 0]
['balasan', [1, 1, 0], 0]
['balasan', [1, 1, 1], 1]
['banci', [0, 0, 1], 0]
['banci', [0, 1, 0], 0]
['banci', [0, 1, 1], 0]
['banci', [1, 0, 0], 0]
['banci', [1, 0, 1], 1]
['banci', [1, 1, 0], 0]
['banci', [1, 1, 1], 0]
['bangkai', [0, 0, 1], 0]
['bangkai', [0, 1, 0], 0]
['bangkai', [0, 1, 1], 0]
['bangkai', [1, 0, 0], 2]
['bangkai', [1, 0, 1], 0]
['bangkai', [1, 1, 0], 0]
['bangkai', [1, 1, 1], 0]
['bangkitlah', [0, 0, 1], 0]
['bangkitlah', [0, 1, 0], 0]
['bangkitlah', [0, 1, 1], 0]
['bangkitlah', [1, 0, 0], 0]
['bangkitlah', [1, 0, 1], 3]
['bangkitlah', [1, 1, 0], 0]
['bangkitlah', [1, 1, 1], 0]
['bangsa', [0, 0, 1], 0]
['bangsa', [0, 1, 0], 0]
['bangsa', [0, 1, 1], 0]
['bangsa', [1, 0, 0], 0]
['bangsa', [1, 0, 1], 0]
['bangsa', [1, 1, 0], 0]
['bangsa', [1, 1, 1], 1]
['bangun', [0, 0, 1], 0]
['bangun', [0, 1, 0], 0]
['bangun', [0, 1, 1], 0]
['bangun', [1, 0, 0], 1]
['bangun', [1, 0, 1], 1]
['bangun', [1, 1, 0], 0]
['bangun', [1, 1, 1], 0]
['bangunlah', [0, 0, 1], 0]
['bangunlah', [0, 1, 0], 0]
['bangunlah', [0, 1, 1], 0]
['bangunlah', [1, 0, 0], 0]
['bangunlah', [1, 0, 1], 1]
['bangunlah', [1, 1, 0], 0]
['bangunlah', [1, 1, 1], 0]
['bantulah', [0, 0, 1], 0]
['bantulah', [0, 1, 0], 0]
['bantulah', [0, 1, 1], 0]
['bantulah', [1, 0, 0], 0]
['bantulah', [1, 0, 1], 0]
['bantulah', [1, 1, 0], 1]
['bantulah', [1, 1, 1], 0]
['banyaklah', [0, 0, 1], 0]
['banyaklah', [0, 1, 0], 0]
['banyaklah', [0, 1, 1], 0]
['banyaklah', [1, 0, 0], 0]
['banyaklah', [1, 0, 1], 3]
['banyaklah', [1, 1, 0], 0]
['banyaklah', [1, 1, 1], 0]
['bapakku', [0, 0, 1], 0]
['bapakku', [0, 1, 0], 0]
['bapakku', [0, 1, 1], 0]
['bapakku', [1, 0, 0], 0]
['bapakku', [1, 0, 1], 3]
['bapakku', [1, 1, 0], 0]
['bapakku', [1, 1, 1], 1]
['bapaknya', [0, 0, 1], 0]
['bapaknya', [0, 1, 0], 0]
['bapaknya', [0, 1, 1], 0]
['bapaknya', [1, 0, 0], 0]
['bapaknya', [1, 0, 1], 1]
['bapaknya', [1, 1, 0], 0]
['bapaknya', [1, 1, 1], 0]
['barakah', [0, 0, 1], 0]
['barakah', [0, 1, 0], 0]
['barakah', [0, 1, 1], 0]
['barakah', [1, 0, 0], 0]
['barakah', [1, 0, 1], 1]
['barakah', [1, 1, 0], 0]
['barakah', [1, 1, 1], 0]
['barangsiapa', [0, 0, 1], 0]
['barangsiapa', [0, 1, 0], 0]
['barangsiapa', [0, 1, 1], 6]
['barangsiapa', [1, 0, 0], 0]
['barangsiapa', [1, 0, 1], 19]
['barangsiapa', [1, 1, 0], 1]
['barangsiapa', [1, 1, 1], 1]
['barisan', [0, 0, 1], 0]
['barisan', [0, 1, 0], 0]
['barisan', [0, 1, 1], 0]
['barisan', [1, 0, 0], 0]
['barisan', [1, 0, 1], 2]
['barisan', [1, 1, 0], 0]
['barisan', [1, 1, 1], 0]
['barusan', [0, 0, 1], 0]
['barusan', [0, 1, 0], 0]
['barusan', [0, 1, 1], 0]
['barusan', [1, 0, 0], 0]
['barusan', [1, 0, 1], 1]
['barusan', [1, 1, 0], 0]
['barusan', [1, 1, 1], 0]
['basah', [0, 0, 1], 0]
['basah', [0, 1, 0], 0]
['basah', [0, 1, 1], 0]
['basah', [1, 0, 0], 0]
['basah', [1, 0, 1], 1]
['basah', [1, 1, 0], 0]
['basah', [1, 1, 1], 0]
['batas', [0, 0, 1], 0]
['batas', [0, 1, 0], 0]
['batas', [0, 1, 1], 0]
['batas', [1, 0, 0], 0]
['batas', [1, 0, 1], 0]
['batas', [1, 1, 0], 1]
['batas', [1, 1, 1], 0]
['batasan', [0, 0, 1], 0]
['batasan', [0, 1, 0], 0]
['batasan', [0, 1, 1], 1]
['batasan', [1, 0, 0], 0]
['batasan', [1, 0, 1], 0]
['batasan', [1, 1, 0], 0]
['batasan', [1, 1, 1], 0]
['batu', [0, 0, 1], 0]
['batu', [0, 1, 0], 0]
['batu', [0, 1, 1], 0]
['batu', [1, 0, 0], 0]
['batu', [1, 0, 1], 2]
['batu', [1, 1, 0], 0]
['batu', [1, 1, 1], 0]
['bau', [0, 0, 1], 0]
['bau', [0, 1, 0], 0]
['bau', [0, 1, 1], 0]
['bau', [1, 0, 0], 0]
['bau', [1, 0, 1], 1]
['bau', [1, 1, 0], 0]
['bau', [1, 1, 1], 0]
['baunya', [0, 0, 1], 0]
['baunya', [0, 1, 0], 1]
['baunya', [0, 1, 1], 0]
['baunya', [1, 0, 0], 0]
['baunya', [1, 0, 1], 0]
['baunya', [1, 1, 0], 0]
['baunya', [1, 1, 1], 0]
['bawang', [0, 0, 1], 0]
['bawang', [0, 1, 0], 0]
['bawang', [0, 1, 1], 2]
['bawang', [1, 0, 0], 0]
['bawang', [1, 0, 1], 1]
['bawang', [1, 1, 0], 0]
['bawang', [1, 1, 1], 0]
['bayang-bayang', [0, 0, 1], 0]
['bayang-bayang', [0, 1, 0], 0]
['bayang-bayang', [0, 1, 1], 0]
['bayang-bayang', [1, 0, 0], 0]
['bayang-bayang', [1, 0, 1], 1]
['bayang-bayang', [1, 1, 0], 0]
['bayang-bayang', [1, 1, 1], 0]
['bayarlah', [0, 0, 1], 0]
['bayarlah', [0, 1, 0], 0]
['bayarlah', [0, 1, 1], 0]
['bayarlah', [1, 0, 0], 0]
['bayarlah', [1, 0, 1], 2]
['bayarlah', [1, 1, 0], 0]
['bayarlah', [1, 1, 1], 0]
['bebaskanlah', [0, 0, 1], 0]
['bebaskanlah', [0, 1, 0], 0]
['bebaskanlah', [0, 1, 1], 0]
['bebaskanlah', [1, 0, 0], 0]
['bebaskanlah', [1, 0, 1], 1]
['bebaskanlah', [1, 1, 0], 0]
['bebaskanlah', [1, 1, 1], 0]
['begitulah', [0, 0, 1], 0]
['begitulah', [0, 1, 0], 0]
['begitulah', [0, 1, 1], 0]
['begitulah', [1, 0, 0], 0]
['begitulah', [1, 0, 1], 1]
['begitulah', [1, 1, 0], 0]
['begitulah', [1, 1, 1], 0]
['bejana', [0, 0, 1], 0]
['bejana', [0, 1, 0], 0]
['bejana', [0, 1, 1], 0]
['bejana', [1, 0, 0], 0]
['bejana', [1, 0, 1], 2]
['bejana', [1, 1, 0], 0]
['bejana', [1, 1, 1], 0]
['bekas', [0, 0, 1], 0]
['bekas', [0, 1, 0], 0]
['bekas', [0, 1, 1], 0]
['bekas', [1, 0, 0], 0]
['bekas', [1, 0, 1], 1]
['bekas', [1, 1, 0], 0]
['bekas', [1, 1, 1], 0]
['belakangnya', [0, 0, 1], 0]
['belakangnya', [0, 1, 0], 0]
['belakangnya', [0, 1, 1], 0]
['belakangnya', [1, 0, 0], 0]
['belakangnya', [1, 0, 1], 2]
['belakangnya', [1, 1, 0], 0]
['belakangnya', [1, 1, 1], 0]
['benar-benar', [0, 0, 1], 0]
['benar-benar', [0, 1, 0], 0]
['benar-benar', [0, 1, 1], 0]
['benar-benar', [1, 0, 0], 0]
['benar-benar', [1, 0, 1], 3]
['benar-benar', [1, 1, 0], 0]
['benar-benar', [1, 1, 1], 0]
['benda', [0, 0, 1], 0]
['benda', [0, 1, 0], 0]
['benda', [0, 1, 1], 0]
['benda', [1, 0, 0], 0]
['benda', [1, 0, 1], 1]
['benda', [1, 1, 0], 0]
['benda', [1, 1, 1], 0]
['beramal', [0, 0, 1], 0]
['beramal', [0, 1, 0], 0]
['beramal', [0, 1, 1], 0]
['beramal', [1, 0, 0], 0]
['beramal', [1, 0, 1], 1]
['beramal', [1, 1, 0], 0]
['beramal', [1, 1, 1], 0]
['berambut', [0, 0, 1], 0]
['berambut', [0, 1, 0], 0]
['berambut', [0, 1, 1], 0]
['berambut', [1, 0, 0], 0]
['berambut', [1, 0, 1], 2]
['berambut', [1, 1, 0], 0]
['berambut', [1, 1, 1], 0]
['berangkat', [0, 0, 1], 0]
['berangkat', [0, 1, 0], 0]
['berangkat', [0, 1, 1], 0]
['berangkat', [1, 0, 0], 0]
['berangkat', [1, 0, 1], 3]
['berangkat', [1, 1, 0], 0]
['berangkat', [1, 1, 1], 0]
['berasal', [0, 0, 1], 0]
['berasal', [0, 1, 0], 0]
['berasal', [0, 1, 1], 0]
['berasal', [1, 0, 0], 0]
['berasal', [1, 0, 1], 3]
['berasal', [1, 1, 0], 0]
['berasal', [1, 1, 1], 0]
['berat', [0, 0, 1], 0]
['berat', [0, 1, 0], 0]
['berat', [0, 1, 1], 0]
['berat', [1, 0, 0], 0]
['berat', [1, 0, 1], 1]
['berat', [1, 1, 0], 0]
['berat', [1, 1, 1], 0]
['berbaiatlah', [0, 0, 1], 0]
['berbaiatlah', [0, 1, 0], 0]
['berbaiatlah', [0, 1, 1], 0]
['berbaiatlah', [1, 0, 0], 0]
['berbaiatlah', [1, 0, 1], 0]
['berbaiatlah', [1, 1, 0], 1]
['berbaiatlah', [1, 1, 1], 0]
['berbicara', [0, 0, 1], 0]
['berbicara', [0, 1, 0], 0]
['berbicara', [0, 1, 1], 0]
['berbicara', [1, 0, 0], 0]
['berbicara', [1, 0, 1], 1]
['berbicara', [1, 1, 0], 0]
['berbicara', [1, 1, 1], 0]
['berbicaralah', [0, 0, 1], 0]
['berbicaralah', [0, 1, 0], 0]
['berbicaralah', [0, 1, 1], 0]
['berbicaralah', [1, 0, 0], 0]
['berbicaralah', [1, 0, 1], 1]
['berbicaralah', [1, 1, 0], 0]
['berbicaralah', [1, 1, 1], 0]
['berbuat', [0, 0, 1], 0]
['berbuat', [0, 1, 0], 0]
['berbuat', [0, 1, 1], 1]
['berbuat', [1, 0, 0], 0]
['berbuat', [1, 0, 1], 2]
['berbuat', [1, 1, 0], 0]
['berbuat', [1, 1, 1], 1]
['bercerita', [0, 0, 1], 0]
['bercerita', [0, 1, 0], 0]
['bercerita', [0, 1, 1], 0]
['bercerita', [1, 0, 0], 0]
['bercerita', [1, 0, 1], 0]
['bercerita', [1, 1, 0], 0]
['bercerita', [1, 1, 1], 1]
['berdasarkan', [0, 0, 1], 0]
['berdasarkan', [0, 1, 0], 0]
['berdasarkan', [0, 1, 1], 0]
['berdasarkan', [1, 0, 0], 0]
['berdasarkan', [1, 0, 1], 1]
['berdasarkan', [1, 1, 0], 0]
['berdasarkan', [1, 1, 1], 0]
['berdebat', [0, 0, 1], 0]
['berdebat', [0, 1, 0], 0]
['berdebat', [0, 1, 1], 0]
['berdebat', [1, 0, 0], 0]
['berdebat', [1, 0, 1], 1]
['berdebat', [1, 1, 0], 0]
['berdebat', [1, 1, 1], 0]
['berdesakan', [0, 0, 1], 0]
['berdesakan', [0, 1, 0], 0]
['berdesakan', [0, 1, 1], 0]
['berdesakan', [1, 0, 0], 0]
['berdesakan', [1, 0, 1], 1]
['berdesakan', [1, 1, 0], 0]
['berdesakan', [1, 1, 1], 1]
['berdiam', [0, 0, 1], 0]
['berdiam', [0, 1, 0], 0]
['berdiam', [0, 1, 1], 0]
['berdiam', [1, 0, 0], 0]
['berdiam', [1, 0, 1], 2]
['berdiam', [1, 1, 0], 0]
['berdiam', [1, 1, 1], 0]
['berdiri', [0, 0, 1], 0]
['berdiri', [0, 1, 0], 0]
['berdiri', [0, 1, 1], 5]
['berdiri', [1, 0, 0], 0]
['berdiri', [1, 0, 1], 9]
['berdiri', [1, 1, 0], 0]
['berdiri', [1, 1, 1], 4]
['berdirilah', [0, 0, 1], 0]
['berdirilah', [0, 1, 0], 0]
['berdirilah', [0, 1, 1], 0]
['berdirilah', [1, 0, 0], 0]
['berdirilah', [1, 0, 1], 6]
['berdirilah', [1, 1, 0], 0]
['berdirilah', [1, 1, 1], 0]
['berdoa', [0, 0, 1], 0]
['berdoa', [0, 1, 0], 0]
['berdoa', [0, 1, 1], 1]
['berdoa', [1, 0, 0], 0]
['berdoa', [1, 0, 1], 4]
['berdoa', [1, 1, 0], 0]
['berdoa', [1, 1, 1], 0]
['berdoalah', [0, 0, 1], 0]
['berdoalah', [0, 1, 0], 0]
['berdoalah', [0, 1, 1], 0]
['berdoalah', [1, 0, 0], 0]
['berdoalah', [1, 0, 1], 1]
['berdoalah', [1, 1, 0], 0]
['berdoalah', [1, 1, 1], 0]
['berdosa', [0, 0, 1], 0]
['berdosa', [0, 1, 0], 0]
['berdosa', [0, 1, 1], 0]
['berdosa', [1, 0, 0], 0]
['berdosa', [1, 0, 1], 2]
['berdosa', [1, 1, 0], 0]
['berdosa', [1, 1, 1], 0]
['berdusta', [0, 0, 1], 0]
['berdusta', [0, 1, 0], 0]
['berdusta', [0, 1, 1], 1]
['berdusta', [1, 0, 0], 0]
['berdusta', [1, 0, 1], 0]
['berdusta', [1, 1, 0], 0]
['berdusta', [1, 1, 1], 0]
['berfirman', [0, 0, 1], 0]
['berfirman', [0, 1, 0], 0]
['berfirman', [0, 1, 1], 1]
['berfirman', [1, 0, 0], 0]
['berfirman', [1, 0, 1], 1]
['berfirman', [1, 1, 0], 0]
['berfirman', [1, 1, 1], 0]
['bergabung', [0, 0, 1], 0]
['bergabung', [0, 1, 0], 0]
['bergabung', [0, 1, 1], 0]
['bergabung', [1, 0, 0], 0]
['bergabung', [1, 0, 1], 1]
['bergabung', [1, 1, 0], 0]
['bergabung', [1, 1, 1], 0]
['bergabunglah', [0, 0, 1], 0]
['bergabunglah', [0, 1, 0], 0]
['bergabunglah', [0, 1, 1], 0]
['bergabunglah', [1, 0, 0], 0]
['bergabunglah', [1, 0, 1], 1]
['bergabunglah', [1, 1, 0], 0]
['bergabunglah', [1, 1, 1], 0]
['bergembira', [0, 0, 1], 0]
['bergembira', [0, 1, 0], 0]
['bergembira', [0, 1, 1], 0]
['bergembira', [1, 0, 0], 0]
['bergembira', [1, 0, 1], 1]
['bergembira', [1, 1, 0], 0]
['bergembira', [1, 1, 1], 0]
['berhadapan', [0, 0, 1], 0]
['berhadapan', [0, 1, 0], 0]
['berhadapan', [0, 1, 1], 1]
['berhadapan', [1, 0, 0], 0]
['berhadapan', [1, 0, 1], 0]
['berhadapan', [1, 1, 0], 0]
