['agama', 0.7114232678629617]
['barakah', 0.8591470690256049]
['barangsiapa', 0.24200682064315804]
['barisan', 0.8171459841351807]
['barusan', 0.8591470690256049]
['basah', 0.8591470690256049]
['batas', 0.8655737755088784]
['batasan', 0.864727163859752]
['batu', 0.8171459841351807]
['bau', 0.8591470690256049]
['baunya', 0.8893886167429145]
['bawang', 0.7851473736133059]
['bayang-bayang', 0.8591470690256049]
['bayarlah', 0.8171459841351807]
['bebaskanlah', 0.8591470690256049]
['begitulah', 0.8591470690256049]
['bejana', 0.8171459841351807]
['bekas', 0.8591470690256049]
['belakangnya', 0.8171459841351807]
['benar-benar', 0.77934990913839]
['benda', 0.8591470690256049]
['beramal', 0.8591470690256049]
['berambut', 0.8171459841351807]
['berangkat', 0.77934990913839]
['berasal', 0.77934990913839]
['berat', 0.8591470690256049]
['berbaiatlah', 0.8655737755088784]
['berbicara', 0.8591470690256049]
['berbicaralah', 0.8591470690256049]
['berbuat', 0.7283369084201892]
['bercerita', 0.8409123226257158]
['berdasarkan', 0.8591470690256049]
['berdebat', 0.8591470690256049]
['berdesakan', 0.7989112377352916]
['berdiam', 0.8171459841351807]
['berdiri', 0.36365193986151834]
['berdirilah', 0.6823978450931586]
['berdoa', 0.7099365925762549]
['berdoalah', 0.8591470690256049]
['berdosa', 0.8171459841351807]
['berdusta', 0.864727163859752]
['berfirman', 0.8194895611110975]
['bergabung', 0.8591470690256049]
['bergabunglah', 0.8591470690256049]
['bergembira', 0.8591470690256049]
['berhadapan', 0.6604421624217236]
['berhaji', 0.8591470690256049]
['berhak', 0.7154002202836407]
['berharap', 0.8591470690256049]
['berhati-hati', 0.8591470690256049]
['berihram', 0.8409123226257158]
['berikanlah', 0.8591470690256049]
['berilah', 0.82033399924991]
['beriman', 0.6248649972901708]
['berisi', 0.8171459841351807]
['beristighfar', 0.8591470690256049]
['beristinja', 0.7989112377352916]
['berita', 0.8591470690256049]
['beritahukan', 0.7989112377352916]
['beritahukanlah', 0.8409123226257158]
['berjalan', 0.7114232678629617]
['berjalanlah', 0.8409123226257158]
['berjaya', 0.8409123226257158]
['berjumpa', 0.8591470690256049]
['berkabung', 0.864727163859752]
['berkah-nya', 0.864727163859752]
['berkendaraan', 0.8591470690256049]
['berkhitan', 0.8409123226257158]
['berkirim', 0.8409123226257158]
['berkulit', 0.8591470690256049]
['berkurban', 0.6823978450931586]
['berlaku', 0.7795916869078032]
['berlari', 0.8171459841351807]
['berlindung', 0.864727163859752]
['berlututnya', 0.8591470690256049]
['bermakmum', 0.8591470690256049]
['bermaksiat', 0.82033399924991]
['bermalam', 0.8591470690256049]
['bermimpi', 0.8591470690256049]
['bermunajat', 0.8409123226257158]
['bernafas', 0.8743659800726113]
['bernama', 0.8591470690256049]
['berpakaian', 0.791530236304246]
['berpaling', 0.8409123226257158]
['berpegang', 0.8409123226257158]
['berpisah', 0.8591470690256049]
['berpuasa', 0.8409123226257158]
['bersabda', 0.17774505796715379]
['bersaksi', 0.7433595450904924]
['bersamaan', 0.77934990913839]
['bersamaku', 0.8591470690256049]
['bersamanya', 0.8171459841351807]
['bersandar', 0.8591470690256049]
['bersedekah', 0.7446806509331539]
['bersedekahlah', 0.8171459841351807]
['berselimut', 0.864727163859752]
['bersepatu', 0.8591470690256049]
['berserah', 0.8409123226257158]
['berseri-seri', 0.8591470690256049]
['berseru', 0.8591470690256049]
['bersetubuh', 0.8591470690256049]
['bersihkan', 0.8171459841351807]
['bersihkanlah', 0.6984865797264133]
['bersimpuh', 0.864727163859752]
['bersiwak', 0.8838085219087675]
['bersolek', 0.864727163859752]
['bersuci', 0.8591470690256049]
['bersucilah', 0.8591470690256049]
['bersucinya', 0.8591470690256049]
['bersumpah', 0.8591470690256049]
['bertahallul', 0.8409123226257158]
['bertahmid', 0.8591470690256049]
['bertakbir', 0.7446806509331539]
['bertakbirlah', 0.7446806509331539]
['bertalbiah', 0.8409123226257158]
['bertambah', 0.8591470690256049]
['bertanyalah', 0.8591470690256049]
['bertasbih', 0.8591470690256049]
['bertasbihlah', 0.7989112377352916]
['bertayamum', 0.8591470690256049]
['bertemu', 0.8591470690256049]
['berumrah', 0.8409123226257158]
['berumur', 0.8591470690256049]
['berusia', 0.864727163859752]
['berwarna', 0.864727163859752]
['berwibawa', 0.8409123226257158]
['berwudlu', 0.7125031677047238]
['berwudlulah', 0.7989112377352916]
['berzina', 0.82033399924991]
['betapa', 0.8591470690256049]
['biarkanlah', 0.8171459841351807]
['bibir', 0.864727163859752]
['bibirku', 0.864727163859752]
['bibirnya', 0.864727163859752]
['bicara', 0.8591470690256049]
['biji', 0.8591470690256049]
['bilal', 0.7125031677047238]
['bilangan', 0.8171459841351807]
['bintang-bintang', 0.8409123226257158]
['bosan', 0.8409123226257158]
['buang', 0.8655737755088784]
['buanglah', 0.8632301985329616]
['buatku', 0.8591470690256049]
['buatmu', 0.8171459841351807]
['budak', 0.77934990913839]
['bukalah', 0.8591470690256049]
['bukit', 0.8171459841351807]
['bumi', 0.8194895611110975]
['bumi-nya', 0.864727163859752]
['bunuh', 0.8409123226257158]
['buruk', 0.8591470690256049]
['buta', 0.8591470690256049]
['cahayanya', 0.8591470690256049]
['celaka', 0.8591470690256049]
['celana', 0.7795916869078032]
['cepat', 0.8591470690256049]
['cepat-cepat', 0.864727163859752]
['cincin', 0.8591470690256049]
['cintai', 0.8171459841351807]
['condong', 0.8591470690256049]
['cuci', 0.8591470690256049]
['cucilah', 0.8838085219087675]
['cucu', 0.8591470690256049]
['dadaku', 0.8591470690256049]
['dadamu', 0.864727163859752]
['daging', 0.77934990913839]
['dagingnya', 0.8171459841351807]
['dahulukanlah', 0.8409123226257158]
['dalamnya', 0.6508362126267758]
['dapati', 0.8409123226257158]
['darah', 0.5216534323909168]
['darahnya', 0.7989112377352916]
['dariku', 0.77934990913839]
['darimu', 0.7114232678629617]
['darinya', 0.7446806509331539]
['daripadamu', 0.8591470690256049]
['datangilah', 0.8409123226257158]
['datanglah', 0.8409123226257158]
['datangnya', 0.8591470690256049]
['daun', 0.8591470690256049]
['demikianlah', 0.8409123226257158]
['dengannya', 0.7099365925762549]
['dengar', 0.8171459841351807]
['dengarkanlah', 0.864727163859752]
['depannya', 0.7224911534758895]
['derajat', 0.8591470690256049]
['diajak', 0.8409123226257158]
['diakhirkan', 0.8591470690256049]
['diambil', 0.8591470690256049]
['diamlah', 0.864727163859752]
['diampuni', 0.7446806509331539]
['diangkat', 0.8591470690256049]
['diatas', 0.864727163859752]
['diatasnya', 0.8591470690256049]
['dibagi-bagikan', 0.8591470690256049]
['dibanding', 0.8591470690256049]
['dibangun', 0.8409123226257158]
['dibawa', 0.8171459841351807]
['dibawah', 0.8591470690256049]
['dibawahnya', 0.864727163859752]
['dibawanya', 0.8591470690256049]
['dibenarkan', 0.8591470690256049]
['dibolehkan', 0.8591470690256049]
['dibuang', 0.8591470690256049]
['dibuka', 0.8171459841351807]
['dibunuh', 0.864727163859752]
['diceritakan', 0.864727163859752]
['dicintai-nya', 0.8409123226257158]
['dicongkel', 0.8591470690256049]
['didalamnya', 0.8591470690256049]
['didampingi', 0.864727163859752]
['didapati', 0.8591470690256049]
['didirikan', 0.8409123226257158]
['didustakan', 0.8591470690256049]
['diganti', 0.8591470690256049]
['dihadirkan', 0.8591470690256049]
['dihafalkan', 0.864727163859752]
['dihalalkan', 0.8591470690256049]
['diharamkan-nya', 0.864727163859752]
['diharap', 0.8591470690256049]
['dihidangkan', 0.8409123226257158]
['dihukum', 0.8591470690256049]
['diikatkanlah', 0.8591470690256049]
['diikuti', 0.5554704149224685]
['dijadikan', 0.77934990913839]
['dijadikannya', 0.6942684213048347]
['dijauhkan', 0.8591470690256049]
['dikalahkan', 0.864727163859752]
['dikaruniai', 0.8591470690256049]
['dikeluarkan', 0.8591470690256049]
['dikembalikan', 0.8591470690256049]
['dikenakan', 0.8591470690256049]
['dikhawatirkan', 0.7795916869078032]
['dikuatkan', 0.7795916869078032]
['dikuburnya', 0.8409123226257158]
['dikumandangkan', 0.7516323621009515]
['dilaksanakan', 0.7989112377352916]
['dilakukannya', 0.8591470690256049]
['dilarang', 0.7402254917580953]
['dililitkan', 0.864727163859752]
['dimaafkannya', 0.8655737755088784]
['dimana', 0.8591470690256049]
['dimasak', 0.864727163859752]
['dimasukkan', 0.8591470690256049]
['dimirajkan', 0.8591470690256049]
['dinding', 0.8171459841351807]
['dingin', 0.77934990913839]
['diniatkan', 0.8591470690256049]
['dinikmati', 0.8591470690256049]
['dipanggil', 0.8591470690256049]
['dipegang', 0.8591470690256049]
['diperiksa', 0.8409123226257158]
['diperintahkan', 0.6657738189174944]
['dipersembahkan', 0.8171459841351807]
['dipingit', 0.7446806509331539]
['dipotong', 0.8171459841351807]
['dirikan', 0.8171459841351807]
['dirikanlah', 0.8171459841351807]
['diriwayatkan', 0.7611151627385009]
['disabdakannya', 0.8591470690256049]
['disampingnya', 0.8591470690256049]
['disebabkan', 0.6018833579950345]
['diselimuti', 0.8591470690256049]
['disembah', 0.7154002202836407]
['disembelih', 0.8591470690256049]
['diserukan', 0.8591470690256049]
['disiksa', 0.864727163859752]
['disiksanya', 0.8655737755088784]
['disucikannya', 0.8591470690256049]
['ditegakkan', 0.8409123226257158]
['ditegakkannya', 0.8591470690256049]
['ditekankan', 0.8591470690256049]
['ditempuh', 0.8591470690256049]
['ditetapkanlah', 0.8591470690256049]
['ditolong', 0.8591470690256049]
['dituangnya', 0.8591470690256049]
['ditulis', 0.8171459841351807]
['diturunkan', 0.8194895611110975]
['diusir', 0.8409123226257158]
['diutus', 0.77934990913839]
['diwajibkannya', 0.8591470690256049]
['doa', 0.8282817656748305]
['doanya', 0.8591470690256049]
['dosa', 0.7611151627385009]
['dosa-dosanya', 0.8591470690256049]
['dosanya', 0.77934990913839]
['duduk', 0.3512228953055052]
['duduknya', 0.864727163859752]
['dunia', 0.7442015221812734]
['dzat', 0.8171459841351807]
['ekor', 0.8171459841351807]
['emasnya', 0.8591470690256049]
['enggan', 0.8171459841351807]
['engkaulah', 0.7125031677047238]
['fakir', 0.8591470690256049]
['firman', 0.8194895611110975]
['fitnah', 0.8591470690256049]
['fitrah', 0.864727163859752]
['gadis', 0.7125031677047238]
['gadis-gadis', 0.8591470690256049]
['gambarnya', 0.8591470690256049]
['gamis', 0.8591470690256049]
['gandum', 0.8591470690256049]
['ganjil', 0.7986694599658786]
['ganti', 0.8409123226257158]
['gantilah', 0.8591470690256049]
['gelas', 0.8743659800726113]
['gelisah', 0.8409123226257158]
['gemilang', 0.8409123226257158]
['gerakkan', 0.864727163859752]
['gerhana', 0.5116286030094079]
['guru', 0.8591470690256049]
['hadapan', 0.8044669244407944]
['hadapannya', 0.864727163859752]
['hadir', 0.6641630986932695]
['hadits', 0.47822938383882074]
['haid', 0.4448847183850989]
['haidmu', 0.8409123226257158]
['hajat', 0.8655737755088784]
['haji', 0.7611151627385009]
['hajiku', 0.8409123226257158]
['hajinya', 0.8409123226257158]
['hal-hal', 0.8655737755088784]
['halal', 0.7851473736133059]
['hamba-hamba', 0.864727163859752]
['hamba-hambanya', 0.8171459841351807]
['hantam', 0.7838886010649885]
['haram', 0.7795916869078032]
['haramnya', 0.8591470690256049]
['harapan', 0.8409123226257158]
['hari-hari', 0.8591470690256049]
['harta', 0.6491404620229664]
['hartanya', 0.8591470690256049]
['harus', 0.77934990913839]
['hati', 0.8044669244407944]
['hatinya', 0.8591470690256049]
['helai', 0.8591470690256049]
['hembusan', 0.77934990913839]
['hendaklah', -0.014913955847587701]
['hendaknya', 0.77934990913839]
['heran', 0.8591470690256049]
['hewan', 0.6641630986932695]
['hidangan', 0.8591470690256049]
['hidup', 0.77934990913839]
['hidupnya', 0.6540664460583244]
['hikmah', 0.8591470690256049]
['hilang', 0.7989112377352916]
['hilir', 0.8591470690256049]
['hiruk', 0.8409123226257158]
['hubungan', 0.8591470690256049]
['hujan', 0.8171459841351807]
['hutangmu', 0.8591470690256049]
['hutangnya', 0.8591470690256049]
['ibadah', 0.77934990913839]
['ibuku', 0.8591470690256049]
['ibunya', 0.8655737755088784]
['iklim', 0.8591470690256049]
['ikutilah', 0.7516323621009515]
['ikutlah', 0.8591470690256049]
['ilmunya', 0.8409123226257158]
['imam', 0.45820472812059454]
['imamah', 0.864727163859752]
['imbalan', 0.8591470690256049]
['ingatkanlah', 0.8591470690256049]
['intailah', 0.8591470690256049]
['iqamah', 0.8044669244407944]
['iqamat', 0.8409123226257158]
['iqamatlah', 0.8171459841351807]
['iqamatnya', 0.8409123226257158]
['islam', 0.7611151627385009]
['islamlah', 0.8409123226257158]
['isteri', 0.8591470690256049]
['isteri-isteri', 0.8591470690256049]
['isterinya', 0.77934990913839]
['isyarat', 0.7433595450904924]
['izin', 0.7446806509331539]
['izinkanlah', 0.8591470690256049]
['jaamiah', 0.8171459841351807]
['jadikan', 0.8655737755088784]
['jadikanlah', 0.7291788855109702]
['jagalah', 0.82033399924991]
['jahannam', 0.77934990913839]
['jahiliyyah', 0.8655737755088784]
['jangan', 0.47763118693690565]
['jangan-jangan', 0.8591470690256049]
['janganlah', 0.17203618365285955]
['jatuh', 0.8194895611110975]
['jauhilah', 0.8591470690256049]
['jauhkanlah', 0.8591470690256049]
['jawablah', 0.8591470690256049]
['jejak', 0.8591470690256049]
['jemawut', 0.8591470690256049]
['jenazah', 0.864727163859752]
['jihad', 0.8591470690256049]
['jilbab', 0.8591470690256049]
['jilbabnya', 0.8591470690256049]
['jual', 0.8282817656748305]
['jumat', 0.7099365925762549]
['jumrah', 0.8591470690256049]
['junub', 0.8171459841351807]
['jurang', 0.864727163859752]
['kabah', 0.77934990913839]
['kabar', 0.8591470690256049]
['kabarkan', 0.8591470690256049]
['kafarat', 0.8655737755088784]
['kafir', 0.7851473736133059]
['kainku', 0.8591470690256049]
['kainnya', 0.7838886010649885]
['kaki', 0.40570643668685835]
['kakiku', 0.864727163859752]
['kakimu', 0.864727163859752]
['kakinya', 0.6394506216497224]
['kalangan', 0.8591470690256049]
['kalimat', 0.8044669244407944]
['kalungnya', 0.8591470690256049]
['kamar-kamar', 0.8591470690256049]
['kamarnya', 0.8591470690256049]
['kambing', 0.6823978450931586]
['kambingku', 0.8591470690256049]
['kambingmu', 0.8591470690256049]
['kamipun', 0.8591470690256049]
['kampung', 0.8409123226257158]
['kanannya', 0.4851556695544026]
['kandang', 0.8591470690256049]
['kantong', 0.8591470690256049]
['kapalanya', 0.8591470690256049]
['kapas', 0.8171459841351807]
['katakanlah', 0.7989112377352916]
['kaum', 0.571147862545448]
['kaumku', 0.8591470690256049]
['kaumnya', 0.8591470690256049]
['kawannya', 0.8194895611110975]
['kaya', 0.8591470690256049]
['kayu', 0.864727163859752]
['keadaanmu', 0.8409123226257158]
['kearahku', 0.8591470690256049]
['kebaikan', 0.571147862545448]
['kebanyakan', 0.8591470690256049]
['kebenaran', 0.8591470690256049]
['keberadaan', 0.8591470690256049]
['kebesaran', 0.6018833579950345]
['kebohongan', 0.8655737755088784]
['kebun', 0.8591470690256049]
['keburukan', 0.8171459841351807]
['kebutuhan', 0.8409123226257158]
['kecemburuan', 0.8591470690256049]
['kecuali', 0.2715748390350521]
['kedudukanku', 0.8591470690256049]
['keempat', 0.8171459841351807]
['keenam', 0.8171459841351807]
['kehormatan', 0.8171459841351807]
['kehormatannya', 0.864727163859752]
['keimanan', 0.8591470690256049]
['keinginannya', 0.864727163859752]
['keislamannya', 0.8591470690256049]
['kejadian', 0.8194895611110975]
['kejelekan', 0.8171459841351807]
['kekurangan', 0.8591470690256049]
['kelahiran', 0.8409123226257158]
['kelapangan', 0.8591470690256049]
['keledai', 0.8409123226257158]
['keliru', 0.8591470690256049]
['kelonggaran', 0.8591470690256049]
['keluarga', 0.77934990913839]
['keluarganya', 0.8171459841351807]
['keluarkan', 0.8591470690256049]
['keluarkanlah', 0.8591470690256049]
['kemajuan', 0.8409123226257158]
['kemaluan', 0.8591470690256049]
['kemaluanmu', 0.8838085219087675]
['kemaluannya', 0.7224911534758895]
['kemampuan', 0.8655737755088784]
['kematian', 0.8194895611110975]
['kembalikan', 0.8591470690256049]
['kembalilah', 0.7446806509331539]
['kemenangan', 0.8409123226257158]
['kemiripan', 0.8591470690256049]
['kemudahan', 0.8171459841351807]
['kenabian', 0.8409123226257158]
['kenal', 0.8591470690256049]
['kenalilah', 0.8591470690256049]
['kencing', 0.8893886167429145]
['kencingnya', 0.8591470690256049]
['kening', 0.864727163859752]
['kepada-mu', 0.864727163859752]
['kepadaku', 0.6248649972901708]
['kepadamu', 0.6949139559059517]
['kepala', 0.6794410720347445]
['kepalaku', 0.8409123226257158]
['kepalamu', 0.8171459841351807]
['kepalanya', 0.8171459841351807]
['keperluan', 0.8171459841351807]
['keperluanku', 0.8591470690256049]
['keperluannya', 0.8591470690256049]
['keputusan', 0.8591470690256049]
['kerajaan', 0.8409123226257158]
['kering', 0.8591470690256049]
['keringanan', 0.7433595450904924]
['keringat', 0.7838886010649885]
['keriting', 0.8171459841351807]
['kerjakanlah', 0.8409123226257158]
['kesalahan', 0.8591470690256049]
['kesejahteraan', 0.864727163859752]
['keselamatan', 0.8409123226257158]
['kesturi', 0.8591470690256049]
['kesucian', 0.8591470690256049]
['kesuciannya', 0.8591470690256049]
['kesulitan', 0.8591470690256049]
['ketahuilah', 0.864727163859752]
['ketakutan', 0.8591470690256049]
['keteguhan', 0.8409123226257158]
['ketentuan', 0.8171459841351807]
['ketetapan', 0.8409123226257158]
['ketinggalan', 0.8409123226257158]
['keturunan', 0.8591470690256049]
['keturunannya', 0.8591470690256049]
['kewajiban', 0.7433595450904924]
['khawatir', 0.7264459045332649]
['khitan', 0.8409123226257158]
['khitankah', 0.8409123226257158]
['khutbah', 0.77934990913839]
['kiamat', 0.8591470690256049]
['kiblat', 0.5689740612237337]
['kiblatnya', 0.8409123226257158]
['kirimkan', 0.8591470690256049]
['kirinya', 0.5772156767101088]
['kisah', 0.7989112377352916]
['kismis', 0.8591470690256049]
['kitab', 0.7611151627385009]
['kitab-mu', 0.864727163859752]
['kitabullah', 0.864727163859752]
['komandan', 0.8409123226257158]
['kontinyu', 0.8409123226257158]
['kuat', 0.864727163859752]
['kuatkan', 0.8655737755088784]
['kuatkanlah', 0.8591470690256049]
['kubah-kubah', 0.8591470690256049]
['kubur', 0.8591470690256049]
['kuburan', 0.8655737755088784]
['kudanya', 0.8591470690256049]
['kufur', 0.8591470690256049]
['kurban', 0.6823978450931586]
['kurma', 0.8591470690256049]
['kutanyakan', 0.8591470690256049]
['lahir', 0.8409123226257158]
['laki-laki', 0.46503961611772493]
['lakukanlah', 0.5686259749248422]
['lambung', 0.8591470690256049]
['lambungnya', 0.8591470690256049]
['lampau', 0.8591470690256049]
['langit', 0.7468134325894915]
['langit-langit', 0.8591470690256049]
['lanjutkanlah', 0.864727163859752]
['lantas', 0.6495774743337178]
['larang', 0.7838886010649885]
['larangan', 0.864727163859752]
['lari', 0.8409123226257158]
['lebar', 0.8591470690256049]
['lelaki', 0.8171459841351807]
['lemah', 0.77934990913839]
['lemahnya', 0.8591470690256049]
['lembaran', 0.864727163859752]
['lemparlah', 0.8591470690256049]
['lengan', 0.8591470690256049]
['lepaskanlah', 0.8591470690256049]
['liar', 0.8409123226257158]
['lidahmu', 0.864727163859752]
['limas', 0.864727163859752]
['lisan', 0.864727163859752]
['lumpur', 0.8171459841351807]
['luruskanlah', 0.6641630986932695]
['lurusnya', 0.7989112377352916]
['lusuh', 0.8591470690256049]
['lutut', 0.7851473736133059]
['maafkanlah', 0.8591470690256049]
['madlarat', 0.8591470690256049]
['maghrib', 0.864727163859752]
['mahramnya', 0.8282817656748305]
['majlisnya', 0.8409123226257158]
['makanan', 0.7291788855109702]
['makanlah', 0.8385687456497991]
['makkah', 0.8171459841351807]
['malaikat', 0.6641630986932695]
['malam', 0.44895270510276597]
['malam-malam', 0.8591470690256049]
['malammu', 0.864727163859752]
['malu', 0.7795916869078032]
['manasik', 0.8171459841351807]
['mandi', 0.6495774743337178]
['mandilah', 0.8409123226257158]
['manfaat', 0.8591470690256049]
['mangkuk', 0.8591470690256049]
['mantel', 0.8194895611110975]
['manusia', 0.571147862545448]
['maqburiy', 0.864727163859752]
['marilah', 0.7611151627385009]
['maruf', 0.8655737755088784]
['masa-masa', 0.8409123226257158]
['masak', 0.8591470690256049]
['masjid', 0.5441879444350404]
['masjid-masjid', 0.8497045271894488]
['masukkan', 0.864727163859752]
['matahari', 0.37648767277114437]
['matinya', 0.8171459841351807]
['maukah', 0.7989112377352916]
['melaknat', 0.8591470690256049]
['melaksanakan', 0.4351360990963803]
['melaksanakannya', 0.7795916869078032]
['melakukannya', 0.6819772677694033]
['melampaui', 0.8591470690256049]
['melanggar', 0.8655737755088784]
['melanjutkan', 0.7446806509331539]
['melarang', 0.6271284565259084]
['melarangku', 0.864727163859752]
['melawan', 0.8171459841351807]
['melebihi', 0.8591470690256049]
['melempar', 0.8591470690256049]
['melemparlah', 0.8591470690256049]
['meletakkan', 0.7989112377352916]
['meletakkannya', 0.8591470690256049]
['melewati', 0.8591470690256049]
['melihat-nya', 0.8409123226257158]
['melindungi', 0.8591470690256049]
['melipat', 0.864727163859752]
['meludah', 0.46630306796113585]
['melukai', 0.8591470690256049]
['memakai', 0.7851473736133059]
['memakaikan', 0.8591470690256049]
['memakan', 0.7265601648946854]
['memakannya', 0.8171459841351807]
['memalingkan', 0.8171459841351807]
['memandang', 0.77934990913839]
['memanggil', 0.8591470690256049]
['memasaknya', 0.8591470690256049]
['memasuki', 0.864727163859752]
['memasukinya', 0.864727163859752]
['memasukkan', 0.7989112377352916]
['memasukkannya', 0.8171459841351807]
['membaca', 0.5679711639721658]
['membacakan', 0.864727163859752]
['membacakannya', 0.864727163859752]
['membacanya', 0.864727163859752]
['membagikannya', 0.8591470690256049]
['membaiat', 0.82033399924991]
['membalik', 0.7838886010649885]
['membasuh', 0.8171459841351807]
['membawa', 0.6090512325547007]
['membawaku', 0.8591470690256049]
['membebani', 0.8655737755088784]
['membebaskan', 0.7433595450904924]
['membebaskannya', 0.8591470690256049]
['membela', 0.864727163859752]
['membelah', 0.8591470690256049]
['membelakanginya', 0.8053113625796068]
['membenarkan', 0.8171459841351807]
['membentangkan', 0.8409123226257158]
['memberimu', 0.8591470690256049]
['memberinya', 0.8591470690256049]
['membersihkan', 0.8893886167429145]
['membuangnya', 0.8409123226257158]
['membuatmu', 0.864727163859752]
['membunuh', 0.7838886010649885]
['membutuhkan', 0.8591470690256049]
['memegang', 0.7331558379316493]
['memelihara', 0.7795916869078032]
['memenuhi', 0.8171459841351807]
['memenuhinya', 0.8655737755088784]
['memerangi', 0.8171459841351807]
['memercikinya', 0.8591470690256049]
['memerintahkan', 0.3399917543063372]
['memerintahkanmu', 0.8591470690256049]
['memilih', 0.864727163859752]
['memiliki', 0.5431885377385965]
['memimpin', 0.77934990913839]
['meminjamkan', 0.8171459841351807]
['meminum', 0.7989112377352916]
['memisahkan', 0.8171459841351807]
['memohon', 0.7989112377352916]
['memotongnya', 0.864727163859752]
['memperbaiki', 0.8591470690256049]
['memperbincangkannya', 0.8591470690256049]
['memperhatikan', 0.8409123226257158]
['memperingatkan', 0.8838085219087675]
['memperkerjakan', 0.8591470690256049]
['memperlakukannya', 0.8591470690256049]
['memperoleh', 0.8591470690256049]
['memperolehnya', 0.8591470690256049]
['memperpanjang', 0.8591470690256049]
['mempertakuti', 0.8591470690256049]
['memuji', 0.7989112377352916]
['memuji-nya', 0.6823978450931586]
['menahan', 0.7851473736133059]
['menamakan', 0.864727163859752]
['menanggung', 0.8409123226257158]
['menangis', 0.7433595450904924]
['menanyakannya', 0.8591470690256049]
['menasehati', 0.8591470690256049]
['mencabut', 0.8591470690256049]
['mencari', 0.8591470690256049]
['mencederai', 0.864727163859752]
['mencela', 0.864727163859752]
['mencelakakan', 0.8591470690256049]
['menceritakan', 0.5464360586244861]
['mencium', 0.8409123226257158]
['mencuci', 0.8591470690256049]
['mencucinya', 0.8591470690256049]
['mencukur', 0.8591470690256049]
['mencuri', 0.7804347135659895]
['mendampingi', 0.864727163859752]
['mendapati', 0.8591470690256049]
['mendapatkannya', 0.864727163859752]
['mendatanginya', 0.8409123226257158]
['mendekati', 0.8282817656748305]
['mendengar', 0.30897500359523744]
['mendengarkannya', 0.864727163859752]
['mendengarnya', 0.8171459841351807]
['mendidiknya', 0.8591470690256049]
['mendirikan', 0.7125031677047238]
['mendoakan', 0.77934990913839]
['mendurhakai', 0.864727163859752]
['menegakkan', 0.6819772677694033]
['menemaniku', 0.8409123226257158]
['menempati', 0.864727163859752]
['menemui', 0.77934990913839]
['menemuinya', 0.8591470690256049]
['menemukan', 0.8591470690256049]
['menerangkan', 0.7611151627385009]
['menerima', 0.8591470690256049]
['meneruskan', 0.7989112377352916]
['mengabarkan', 0.7433595450904924]
['mengadakan', 0.8282817656748305]
['mengadu', 0.8591470690256049]
['mengajak', 0.8171459841351807]
['mengajakmu', 0.8409123226257158]
['mengajarkan', 0.8591470690256049]
['mengakhirinya', 0.8591470690256049]
['mengalahkan', 0.8591470690256049]
['mengalami', 0.5836486115951454]
['mengamati', 0.8409123226257158]
['mengambil', 0.8171459841351807]
['mengambilnya', 0.8171459841351807]
['mengangkat', 0.6787955374336274]
['mengantar', 0.864727163859752]
['mengantuk', 0.8591470690256049]
['mengarahkan', 0.8591470690256049]
['mengasingkan', 0.8591470690256049]
['mengeluarkan', 0.7264459045332649]
['mengenainya', 0.8591470690256049]
['mengenakan', 0.717367432495933]
['mengerikan', 0.8591470690256049]
['mengerjakannya', 0.8194895611110975]
['mengganggu', 0.8591470690256049]
['menggangguku', 0.8171459841351807]
['menggembalakan', 0.864727163859752]
